id,kuntanro,kuntanimi,asuntolkm,talotyyppi,rahmuoto,rahmuoto2,valmvuosi
1239,92,Vantaa,2,AP,VR,VO,2020
1129,92,Vantaa,132,AK,VR,VT,2020
1645,257,Kirkkonummi,1,AP,VR,VO,2020
980,91,Helsinki,1,AK,VR,VO,2020
1894,753,Sipoo,1,AP,VR,VO,2020
1636,257,Kirkkonummi,1,AP,VR,VO,2020
878,91,Helsinki,1,AP,VR,VO,2020
1945,753,Sipoo,1,AP,VR,VO,2020
1343,92,Vantaa,1,AP,VR,VO,2020
1990,858,Tuusula,1,AP,VR,VO,2020
1228,92,Vantaa,1,AP,VR,VO,2020
59,49,Espoo,47,AK,VR,VV,2020
160,49,Espoo,1,AP,VR,VO,2020
2143,927,Vihti,1,AP,VR,VO,2020
452,49,Espoo,1,AP,VR,VO,2020
454,49,Espoo,2,AP,VR,VO,2020
631,91,Helsinki,1,AP,VR,VO,2020
88,49,Espoo,1,AP,VR,VO,2020
