"Date","1990Q1","1990Q2","1990Q3","1990Q4","1991Q1","1991Q2","1991Q3","1991Q4","1992Q1","1992Q2","1992Q3","1992Q4","1993Q1","1993Q2","1993Q3","1993Q4","1994Q1","1994Q2","1994Q3","1994Q4","1995Q1","1995Q2","1995Q3","1995Q4","1996Q1","1996Q2","1996Q3","1996Q4","1997Q1","1997Q2","1997Q3","1997Q4","1998Q1","1998Q2","1998Q3","1998Q4","1999Q1","1999Q2","1999Q3","1999Q4","2000Q1","2000Q2","2000Q3","2000Q4","2001Q1","2001Q2","2001Q3","2001Q4","2002Q1","2002Q2","2002Q3","2002Q4","2003Q1","2003Q2","2003Q3","2003Q4","2004Q1","2004Q2","2004Q3","2004Q4","2005Q1","2005Q2","2005Q3","2005Q4","2006Q1","2006Q2","2006Q3","2006Q4","2007Q1","2007Q2","2007Q3","2007Q4","2008Q1","2008Q2","2008Q3","2008Q4","2009Q1","2009Q2","2009Q3","2009Q4","2010Q1","2010Q2","2010Q3","2010Q4","2011Q1","2011Q2","2011Q3","2011Q4","2012Q1","2012Q2","2012Q3","2012Q4","2013Q1","2013Q2","2013Q3","2013Q4","2014Q1","2014Q2","2014Q3","2014Q4","2015Q1","2015Q2","2015Q3","2015Q4","2016Q1","2016Q2","2016Q3","2016Q4","2017Q1","2017Q2","2017Q3","2017Q4","2018Q1","2018Q2","2018Q3","2018Q4","2019Q1","2019Q2","2019Q3","2019Q4","2020Q1","2020Q2","2020Q3","2020Q4"
"born",16369,16915,16881,15384,16361,16867,16771,15396,16793,17025,17210,15703,16495,17274,16415,14642,16087,17222,16498,15424,16095,16588,16031,14353,15276,15859,15375,14213,14890,15651,15378,13410,13935,14640,15218,13315,14221,14982,15078,13293,14235,14595,14589,13323,14082,14519,14410,13178,13278,14042,14813,13422,13829,14127,14982,13692,14341,14470,15058,13889,14003,14683,15212,13847,14655,14942,15179,14064,14553,14959,15161,14056,14956,14995,15412,14167,14792,15286,15780,14572,15037,15162,15993,14788,14734,14938,16017,14272,14774,14872,15762,14085,14270,14720,15406,13738,13939,14560,15344,13389,13471,13958,14648,13395,13043,13587,13950,12234,12146,12821,13378,11976,11719,12153,12517,11188,10933,11302,12302,11076,11439,11492,12332,11200
